UnitID,InstitutionName,Year,CovidIndicator,GraduationRate,TotalEnrollment,AvgInStateTuition,PercentWhite,PercentWomen,RetentionRate,StudentToFacultyRatio,PercentOnlineOnly,PercentAnyFinancialAid,AvgGrantAid,PercentPellGrant,AvgPellGrant,AvgStudentLoans,PercentSomeOnline,PercentNoOnline,Staff,HealtcareStaff
204945,Owens Community College,2019,0,22,9310,4032,69,47,50,15,14,81,4074,56,4008,4841,20,66,655,0
204990,Payne Theological Seminary,2019,0,,190,,,,,,,,,,,,,,28,0
205027,Pontifical College Josephinum,2019,0,62,106,25000,67,0,33,5,0,26,3738,16,4063,,0,100,62,1
205054,Professional Skills Institute,2019,0,60,355,15732,48,86,43,14,0,100,3188,96,3210,5308,0,100,48,0
205090,Firelands Regional Medical Center School of Nursing,2019,0,,82,8186,89,89,,6,0,,,,,,0,100,14,0
205124,Rabbinical College Telshe,2019,0,19,54,13000,100,0,74,7,0,79,11759,68,8178,,0,100,16,0
205142,Raphael's School of Beauty Culture Inc-Niles,2019,0,95,181,,61,65,82,20,0,95,6344,83,4992,6376,0,100,7,0
205179,Fortis College-Centerville,2019,0,44,502,13615,58,78,62,13,1,94,5709,82,5259,8205,70,29,69,0
205203,University of Rio Grande,2019,0,32,1554,26821,77,65,54,16,9,82,8302,58,4819,8510,15,76,211,1
205391,The Modern College of Design,2019,0,67,211,28887,79,71,,13,0,92,6642,49,4554,7938,0,100,38,0
205443,Shawnee State University,2019,0,35,3641,6376,83,55,78,15,1,97,5732,44,4573,5674,32,67,420,0
205470,Sinclair Community College,2019,0,21,18794,3409,68,57,,15,21,71,4931,41,5524,4332,19,60,1351,0
205841,Stark State College,2019,0,21,11830,3036,71,59,50,20,16,79,3631,54,3920,4111,26,58,545,1
205887,Stautzenberger College-Maumee,2019,0,50,503,16249,68,89,68,16,25,97,5797,76,5726,9515,55,20,70,0
205957,Franciscan University of Steubenville,2019,0,77,3039,28420,78,59,88,14,4,100,12086,26,3779,7587,24,71,384,1
205966,Southern State Community College,2019,0,25,2399,4682,93,67,52,19,10,86,4228,57,4887,3327,23,68,156,0
206011,Terra State Community College,2019,0,26,2309,4224,79,49,56,15,17,69,4512,44,4295,4767,32,51,155,0
206048,Tiffin University,2019,0,39,2926,25710,49,50,65,16,19,100,17270,53,4610,8219,18,63,349,10
206084,University of Toledo,2019,0,50,19694,8449,69,50,76,20,9,95,8228,33,4604,6499,35,56,3284,380
206154,Tri-State Bible College,2019,0,100,29,8400,50,31,,3,0,100,4550,0,,,0,100,13,0
206288,United Theological Seminary,2019,0,,415,,,,,,,,,,,,,,48,0
206349,Ursuline College,2019,0,53,1050,33120,61,93,75,7,9,100,26330,54,4898,5689,42,49,209,2
206437,Walsh University,2019,0,65,2694,29330,49,58,75,13,9,100,21733,38,4736,7870,26,66,413,0
206446,Washington State Community College,2019,0,33,1904,3576,93,63,50,12,8,88,4254,57,4975,5081,31,61,158,0
206491,Wilberforce University,2019,0,20,566,12020,3,61,47,15,0,100,10225,100,5190,7467,0,100,94,0
206507,Wilmington College,2019,0,55,1231,25900,75,53,65,15,0,100,15150,47,4312,7137,3,97,207,2
206516,Winebrenner Theological Seminary,2019,0,,53,,,,,,,,,,,,,,14,0
206525,Wittenberg University,2019,0,63,1619,39450,77,55,70,11,0,100,29504,38,5003,6833,0,100,344,3
206589,The College of Wooster,2019,0,77,1942,51550,61,54,86,10,0,99,35748,23,4446,7375,0,100,692,8
206604,Wright State University-Main Campus,2019,0,45,12356,9073,74,53,62,13,3,90,6786,37,4687,6422,33,63,1812,24
206613,Wright State University-Lake Campus,2019,0,38,1661,6072,88,56,64,15,29,81,4469,35,4624,5239,40,30,96,1
206622,Xavier University,2019,0,73,6973,40220,75,54,83,11,1,100,21881,16,4686,8942,26,74,1161,8
206695,Youngstown State University,2019,0,41,12110,8705,74,54,73,17,5,98,8348,46,4889,5751,32,64,1273,0
245892,Antioch University,2019,0,,14,18972,100,50,,2,0,,,,,,50,50,4,0
250902,Moler-Pickens Beauty Academy,2019,0,91,75,,39,97,50,17,0,100,5799,100,5774,5113,0,100,6,0
363147,Raphael's School of Beauty Culture Inc-Alliance,2019,0,97,192,,51,99,80,23,0,87,6018,75,4826,6713,0,100,11,0
363882,Raphael's School of Beauty Culture Inc-Brunswick,2019,0,88,57,,63,96,71,22,0,61,5315,48,4948,6521,0,100,4,0
375407,Madison Adult Career Center,2019,0,82,103,,76,77,78,10,0,88,3532,33,4694,6146,0,100,17,0
375416,Remington College-Cleveland Campus,2019,0,43,408,15364,12,73,45,12,0,95,5425,91,5120,8675,98,2,52,0
405012,Ohio State School of Cosmetology-Heath,2019,0,67,66,,94,98,79,13,0,85,3517,48,3866,3756,0,100,8,0
407568,Raphael's School of Beauty Culture Inc-Boardman,2019,0,94,115,,57,95,64,22,0,96,6432,81,6054,5779,0,100,17,0
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2019,0,,43,9540,81,74,,10,0,,,,,,0,100,5,0
434830,Creative Images Institute of Cosmetology-North Dayton,2019,0,79,182,,52,99,88,16,0,87,4164,56,4602,6290,0,100,19,0
439899,Rosedale Bible College,2019,0,27,60,8400,97,45,78,16,0,100,10895,63,3068,5273,0,100,15,0
441636,American Institute of Alternative Medicine,2019,0,50,398,11274,15,81,,19,0,100,4029,100,3811,7543,0,100,43,0
441645,Brown Aveda Institute-Mentor,2019,0,81,146,,73,95,100,8,0,90,4827,46,5305,6621,0,100,27,0
444051,Creative Images Institute of Cosmetology-South Dayton,2019,0,76,75,,65,99,77,16,0,77,5028,51,5752,9164,0,100,10,0
448600,Stautzenberger College-Brecksville,2019,0,74,285,16249,63,93,67,19,11,94,5572,69,5398,10701,81,8,33,0
450058,Fortis College-Columbus,2019,0,53,944,26931,39,84,55,18,0,93,6212,84,5577,7620,66,34,93,0
450067,Fortis College-Cincinnati,2019,0,56,563,13728,26,68,54,21,0,90,5938,83,5691,8666,44,56,47,0
450395,Brown Aveda Institute-Strongsville,2019,0,75,156,,67,96,78,7,0,100,5565,71,5565,6857,0,100,29,0
451477,MyComputerCareer at Columbus,2019,0,66,1970,,41,17,69,30,91,91,5178,76,5178,16686,0,9,148,0
452081,Ross College-Sylvania,2019,0,62,563,,42,96,63,33,73,86,4370,73,4192,7372,0,27,33,0
452373,ATA College-Cincinnati,2019,0,37,261,12780,23,93,67,10,0,78,3612,44,3612,8203,100,0,27,0
452948,Galen College of Nursing-Cincinnati,2019,0,43,682,,75,88,64,14,0,98,4210,69,4029,7208,65,35,60,0
453792,Ohio Medical Career College,2019,0,77,76,,12,93,79,20,0,97,3029,79,2834,7423,0,100,13,0
454236,Chamberlain University-Ohio,2019,0,15,637,18900,59,89,57,8,3,100,7237,86,5281,10061,65,32,85,0
457916,Summit Salon Academy-Perrysburg,2019,0,95,61,,82,98,100,10,0,67,3982,50,3982,4652,0,100,7,0
461111,Allstate Hairstyling & Barber College,2019,0,87,36,,22,0,95,10,0,83,5609,83,5609,,0,100,16,0
461999,Elite School of Cosmetology,2019,0,51,75,,65,96,47,15,0,67,4160,58,4160,4746,0,100,13,0
476629,Salon Institute-Toledo Campus,2019,0,73,124,,77,94,79,14,0,79,4900,46,4900,6954,0,100,16,0
476683,Athena Career Academy,2019,0,85,286,,17,93,29,20,0,93,2960,81,2960,4701,0,100,36,0
482574,DeVry University-Ohio,2019,0,37,497,14780,71,45,54,17,86,94,4973,72,4157,7253,12,2,48,0
483018,Antioch College,2019,0,78,95,34914,51,59,68,4,0,100,30072,68,4652,5914,6,94,116,0
483647,Ohio Institute of Allied Health,2019,0,59,46,21000,72,100,57,3,0,100,4191,100,4191,8173,0,100,41,11
483920,LaBarberia Institute of Hair,2019,0,96,68,,15,24,82,25,0,39,5341,39,5341,10846,0,100,17,0
486257,Valor Christian College,2019,0,55,316,5760,37,54,65,19,42,97,4873,62,4873,6168,20,38,22,0
487302,Fortis College-Cuyahoga Falls,2019,0,61,586,13813,50,73,60,19,0,98,4760,89,4409,7001,53,47,54,0
487861,Felbry College,2019,0,97,276,,3,86,77,15,0,100,2953,100,2744,5753,54,46,17,0
490692,Cincinnati School of Barbering & Hair Design,2019,0,62,20,,10,15,67,25,0,76,3704,76,3704,,0,100,5,0
490832,Ross College-Canton,2019,0,,206,,67,92,64,11,0,84,3915,63,3897,7450,0,100,28,0
493521,Global Tech College,2019,0,,7,8500,43,71,100,2,0,100,1549,100,1549,3133,0,100,5,0
494250,Valley College-Cleveland,2019,0,,54,,19,94,,14,0,100,6646,100,5396,7313,0,100,13,0
200590,ETI Technical College,2020,1,88,121,9960,66,75,78,8,0,100,21427,91,6922,6719,0,100,28,0
200785,Herzing University-Akron,2020,1,33,502,13320,47,88,33,13,38,100,7466,89,4779,9465,40,21,28,0
200800,University of Akron Main Campus,2020,1,48,16094,9596,76,48,75,16,27,95,7171,35,4541,7647,67,6,1890,30
200846,University of Akron Wayne College,2020,1,11,1658,5940,86,62,55,32,19,88,5034,39,4073,5273,52,29,75,2
200873,Allegheny Wesleyan College,2020,1,42,67,6400,96,60,43,8,3,100,5913,86,5362,350,0,97,25,0
201061,Art Academy of Cincinnati,2020,1,48,235,32964,65,70,59,9,0,100,19378,57,4526,7721,0,100,57,0
201104,Ashland University,2020,1,62,4447,22000,78,63,77,16,17,99,12898,41,5650,7967,49,33,859,2
201177,Aultman College of Nursing and Health Sciences,2020,1,25,355,17850,87,89,69,9,32,88,8077,46,4517,8411,68,0,60,0
201195,Baldwin Wallace University,2020,1,70,3399,34504,77,55,85,11,0,100,23091,32,4520,8321,49,50,691,6
201283,Belmont College,2020,1,24,802,2778,93,64,56,17,9,93,3942,54,4086,1764,33,58,93,0
201371,Bluffton University,2020,1,55,750,33952,73,46,72,12,2,100,26103,45,4972,7371,15,83,130,2
201432,Bowling Green State University-Firelands,2020,1,11,2085,4800,80,65,62,20,15,84,4642,47,4670,6785,50,35,112,0
201441,Bowling Green State University-Main Campus,2020,1,62,18142,9463,79,56,79,19,7,95,7539,29,4471,8017,28,65,1966,8
201469,Bryant & Stratton College-Parma,2020,1,8,765,18213,44,76,100,12,4,96,7917,91,4086,5971,48,48,126,0
201548,Capital University,2020,1,60,3020,37978,75,61,75,12,10,100,27812,31,4826,7810,14,76,462,0
201645,Case Western Reserve University,2020,1,85,11465,52448,43,46,93,11,0,90,33974,18,4882,6375,1,99,4322,135
201654,Cedarville University,2020,1,74,4461,32364,89,55,88,15,10,100,17422,21,4240,8199,30,60,603,9
201672,Central Ohio Technical College,2020,1,24,3029,4776,68,71,46,14,14,92,4621,59,4275,4748,29,57,203,0
201690,Central State University,2020,1,28,4021,4306,27,69,56,19,63,96,6109,85,5108,6204,34,4,406,1
201821,The Christ College of Nursing and Health Sciences,2020,1,36,1015,14236,78,93,78,15,23,100,7991,41,5260,7453,74,3,88,0
201867,Cincinnati College of Mortuary Science,2020,1,,112,19975,85,80,,15,0,,,,,,0,100,11,0
201885,University of Cincinnati-Main Campus,2020,1,73,40151,9723,74,50,88,18,38,93,5076,17,4559,8793,53,9,6982,568
201928,Cincinnati State Technical and Community College,2020,1,15,6873,4050,56,61,,13,64,77,6066,54,5901,4346,24,12,549,0
201946,University of Cincinnati-Clermont College,2020,1,20,7443,5012,74,55,,22,90,86,3803,39,4733,4691,7,3,230,0
201955,University of Cincinnati-Blue Ash College,2020,1,15,7056,5413,64,60,,19,79,86,3742,45,4684,5733,19,2,332,0
201964,Ohio Christian University,2020,1,34,2186,14400,49,59,63,8,67,98,10145,60,4047,6528,0,33,263,0
201973,Clark State College,2020,1,21,5396,3296,75,67,100,14,48,87,5266,60,5388,4458,19,33,325,0
202046,Cleveland Institute of Art,2020,1,64,599,41490,68,71,76,9,0,100,24348,47,4751,8933,89,11,155,0
202073,Cleveland Institute of Music,2020,1,71,381,41557,35,51,96,6,100,100,23659,13,4602,6778,0,0,159,0
202134,Cleveland State University,2020,1,48,15247,11185,64,56,76,15,42,92,7795,47,5054,6691,56,2,1755,11
202170,Columbus College of Art & Design,2020,1,61,1009,36500,67,70,72,10,90,100,21609,44,4561,8018,10,0,199,0
202222,Columbus State Community College,2020,1,31,27621,4888,56,56,60,20,85,71,4769,47,4892,3648,5,10,1483,9
202356,Cuyahoga Community College District,2020,1,24,18754,4322,57,61,54,16,75,75,5427,58,5660,1887,6,20,1950,12
202435,Davis College,2020,1,26,80,12600,25,81,100,8,0,100,2190,100,2065,,100,0,16,0
202453,Dayton Barber College,2020,1,67,66,,33,11,65,25,0,88,4039,62,4363,,0,100,5,0
202480,University of Dayton,2020,1,81,11650,44890,80,49,91,15,0,97,28345,18,4718,12217,22,78,2823,19
202514,Defiance College,2020,1,45,607,33150,61,41,60,12,6,100,21388,59,4037,8539,38,57,129,2
202523,Denison University,2020,1,80,2258,55420,60,53,85,9,16,99,29751,12,5061,7467,0,84,770,17
202648,Edison State Community College,2020,1,35,4202,4200,87,62,51,24,49,90,4071,48,4215,5277,12,39,185,0
202763,The University of Findlay,2020,1,63,4829,35174,66,64,79,14,2,100,21350,28,3908,9759,33,65,601,17
202806,Franklin University,2020,1,42,5926,9552,58,55,9,13,100,95,17789,42,4574,8135,0,0,711,3
202903,Gods Bible School and College,2020,1,43,335,6000,80,50,83,9,44,100,5238,53,4331,4206,42,14,68,0
202912,Good Samaritan College of Nursing and Health Science,2020,1,29,372,13605,81,92,,8,43,60,500,0,,10564,25,32,52,0
203085,Heidelberg University,2020,1,52,1230,31700,80,50,78,14,13,100,22632,35,4507,7754,20,67,238,3
203128,Hiram College,2020,1,50,1110,24500,44,56,75,11,12,100,30490,57,5363,8340,66,22,202,4
203155,Hocking College,2020,1,25,2431,3696,78,49,43,17,8,91,4178,66,4102,4329,38,55,228,0
203289,International College of Broadcasting,2020,1,45,60,15420,52,28,68,9,0,93,6663,86,5772,10272,0,100,14,0
203331,Eastern Gateway Community College,2020,1,20,40036,3791,52,68,61,47,96,97,7254,53,4860,3444,1,3,696,0
203368,John Carroll University,2020,1,75,3278,42676,87,47,84,13,100,99,29002,19,4284,8161,0,0,539,2
203386,Hondros College of Nursing,2020,1,23,2159,10766,43,93,52,15,0,98,6683,86,5957,8134,19,81,226,0
203438,Casal Aveda Institute,2020,1,71,92,,77,97,80,3,0,93,5049,67,4498,5949,0,100,28,0
203447,Kent State University at Ashtabula,2020,1,26,2049,6116,80,64,60,22,48,94,4888,65,5100,4841,16,36,107,1
203456,Kent State University at East Liverpool,2020,1,19,1173,6116,82,68,44,27,63,98,3942,63,4531,4722,12,24,44,1
203465,Kent State University at Stark,2020,1,31,4950,6116,81,62,65,22,26,83,4243,40,4887,4397,20,54,254,0
203474,Kent State University at Trumbull,2020,1,24,2290,6116,81,62,57,29,52,94,4658,61,4675,4705,14,34,96,1
203483,Kent State University at Tuscarawas,2020,1,31,2212,6116,83,59,56,22,32,94,3754,45,4973,4757,22,47,147,1
203492,Kent State University at Salem,2020,1,23,1729,6116,84,72,54,21,29,92,4089,50,5093,4372,18,53,87,0
203517,Kent State University at Kent,2020,1,65,26822,10810,75,62,82,21,8,97,8035,31,4740,7980,51,40,3204,33
203526,Kent State University at Geauga,2020,1,16,2477,6116,75,64,56,26,41,79,4272,51,5024,4344,13,46,99,1
203535,Kenyon College,2020,1,89,1615,54720,68,57,89,9,43,74,33688,9,4272,5581,34,23,616,5
203544,Kettering College,2020,1,42,763,13824,77,81,68,10,51,87,7919,43,4677,9749,45,5,117,0
203580,Lake Erie College,2020,1,48,949,31736,64,48,66,12,0,100,25205,48,4614,7501,0,100,190,3
203599,Lakeland Community College,2020,1,15,5331,3942,74,63,50,12,38,75,4201,52,4390,4518,34,29,471,0
203614,Collins Career Technical Center,2020,1,72,293,,100,78,100,6,0,100,6135,63,6120,5991,0,100,71,0
203678,James A. Rhodes State College,2020,1,33,3324,4325,80,65,64,16,15,89,3976,50,4193,4623,27,58,208,0
203720,Ohio Business College-Sheffield,2020,1,56,184,8820,45,44,73,14,0,95,5286,85,4612,8827,0,100,26,0
203739,Ohio Business College-Sandusky,2020,1,80,107,8820,54,88,59,7,0,82,5824,68,4368,6566,0,100,15,0
203748,Lorain County Community College,2020,1,23,10138,3942,73,63,,15,61,82,4432,49,4601,3856,16,23,642,0
203757,Lourdes University,2020,1,43,1253,23600,62,61,67,13,5,99,17287,46,4992,7090,55,40,195,0
203775,Malone University,2020,1,54,1463,31416,76,60,78,13,13,100,25550,41,4328,6557,28,59,231,0
203845,Marietta College,2020,1,53,1254,35030,80,47,77,8,0,100,29290,35,4648,8627,0,100,365,4
203881,Marion Technical College,2020,1,29,2147,4940,82,64,52,10,27,86,4054,56,4559,4706,36,38,148,0
203960,Mercy College of Ohio,2020,1,49,1561,16200,74,87,71,7,38,97,8743,39,5553,6817,48,14,190,0
203997,Methodist Theological School in Ohio,2020,1,,139,,,,,,,,,,,,,,43,0
204006,Miami University-Hamilton,2020,1,16,2451,6318,73,51,54,15,25,83,4490,41,4531,5152,58,17,233,0
204015,Miami University-Middletown,2020,1,15,1640,6318,69,53,66,21,26,86,4263,43,4512,4963,58,17,147,0
204024,Miami University-Oxford,2020,1,82,18880,12637,75,51,88,16,5,90,13417,12,4847,8349,85,11,3025,13
204121,Moler Hollywood Beauty Academy,2020,1,30,67,,21,100,67,15,0,80,6270,80,6185,6000,0,100,6,0
204176,Mount Carmel College of Nursing,2020,1,80,903,21837,70,89,70,13,100,86,7058,51,4969,4980,0,0,103,0
204185,University of Mount Union,2020,1,66,2178,32200,78,48,76,12,0,100,20324,32,4537,7648,38,62,440,6
204194,Mount Vernon Nazarene University,2020,1,62,2140,22400,87,60,77,14,28,100,21394,37,4227,6709,51,21,412,3
204200,Mount St. Joseph University,2020,1,55,2031,31100,83,57,74,11,1,100,21878,36,4891,7765,35,63,384,4
204255,Zane State College,2020,1,39,2223,5370,88,55,,20,13,81,5314,54,5016,3477,35,52,123,0
204264,Muskingum University,2020,1,56,2231,28700,79,55,73,13,7,95,23155,49,4806,9059,22,72,307,3
204422,North Central State College,2020,1,19,2729,5088,88,61,67,16,29,94,4304,52,4163,2829,36,35,187,0
204440,Northwest State Community College,2020,1,35,3736,4256,54,35,72,24,15,89,5113,50,4405,3616,13,72,153,1
204459,Toledo Public Schools Adult and Continuing Education,2020,1,71,57,,18,53,76,11,0,88,4122,88,4024,4418,0,100,8,0
204477,Northeast Ohio Medical University,2020,1,,985,,,,,,,,,,,,,,408,0
204486,University of Northwestern Ohio,2020,1,62,3009,10740,76,15,54,23,17,92,6108,41,5373,7668,10,73,303,0
204501,Oberlin College,2020,1,86,2658,57654,59,59,83,9,0,87,34379,10,4745,4925,0,100,955,5
204608,Ohio Technical College,2020,1,72,426,,73,11,84,12,0,90,4842,63,3798,6426,0,100,111,0
204617,Ohio Dominican University,2020,1,53,1415,32300,54,52,62,15,0,100,23460,51,4490,6744,0,100,189,0
204635,Ohio Northern University,2020,1,76,2817,33470,78,45,84,11,0,99,23605,23,4316,14180,30,70,522,8
204662,Ohio State University Agricultural Technical Institute,2020,1,42,547,7951,94,54,68,15,27,92,5352,34,4061,6967,73,1,77,0
204671,Ohio State University-Lima Campus,2020,1,18,998,7991,80,55,43,20,17,86,4868,35,4196,5199,77,6,100,0
204680,Ohio State University-Mansfield Campus,2020,1,20,1012,7991,76,57,40,18,18,88,5774,47,4638,6200,80,2,101,0
204699,Ohio State University-Marion Campus,2020,1,13,1158,7991,80,51,49,18,17,88,5378,33,4621,5118,78,5,123,1
204705,Ohio State University-Newark Campus,2020,1,32,2873,7991,63,51,30,29,38,80,6107,41,4706,5602,59,3,163,1
204714,Ohio State Beauty Academy,2020,1,64,72,,71,92,81,14,0,96,5374,63,5659,6507,0,100,10,0
204723,Ohio State College of Barber Styling,2020,1,76,247,,41,22,78,20,0,100,5802,94,5670,3168,0,100,9,0
204769,The Spa School,2020,1,66,137,,47,97,76,24,0,81,3118,48,3391,4006,0,100,11,0
204778,Ohio State School of Cosmetology-Canal Winchester,2020,1,56,88,,55,97,74,20,0,89,4013,56,3645,3932,0,100,10,0
204796,Ohio State University-Main Campus,2020,1,87,61369,10615,66,50,94,19,31,84,11173,19,4785,7544,68,1,32814,7750
204802,Ohio University-Eastern Campus,2020,1,30,1054,5674,87,61,66,16,21,85,4895,44,4286,3839,66,13,31,0
204820,Ohio University-Chillicothe Campus,2020,1,20,2332,5674,87,65,56,19,25,89,4311,50,4124,4208,63,12,83,0
204839,Ohio University-Southern Campus,2020,1,30,2535,5674,86,65,51,17,25,87,4659,56,4209,4423,62,13,67,0
204848,Ohio University-Lancaster Campus,2020,1,25,2516,5674,85,60,55,19,30,80,4674,39,4180,3915,64,6,67,0
204857,Ohio University-Main Campus,2020,1,66,25714,12612,81,61,81,16,28,95,7134,25,4488,8677,65,8,3423,34
204866,Ohio University-Zanesville Campus,2020,1,27,2097,5674,87,71,57,17,23,85,4572,43,4310,3841,64,13,58,0
204884,East Ohio College,2020,1,74,170,12885,95,92,71,14,0,100,7494,88,5302,6872,4,96,22,0
204893,Trinity Health System School of Nursing,2020,1,20,49,9840,100,84,0,4,0,100,1845,50,1845,7500,0,100,12,0
204909,Ohio Wesleyan University,2020,1,67,1426,46870,71,55,82,10,1,100,35864,29,4696,6974,77,22,373,1
204936,Otterbein University,2020,1,66,2652,32624,75,62,78,11,2,100,22925,35,4794,7675,83,16,452,2
204945,Owens Community College,2020,1,20,7536,4464,73,52,54,14,34,85,3956,54,4260,5039,34,32,617,0
204990,Payne Theological Seminary,2020,1,,177,,,,,,,,,,,,,,19,0
205027,Pontifical College Josephinum,2020,1,58,86,26412,78,0,86,5,0,100,6721,86,4804,8500,0,100,56,0
205054,Professional Skills Institute,2020,1,67,350,12002,42,88,68,14,0,100,5544,73,4378,6837,33,67,44,0
205090,Firelands Regional Medical Center School of Nursing,2020,1,,79,6039,90,95,,6,0,,,,,,0,100,14,0
205124,Rabbinical College Telshe,2020,1,17,59,13000,100,0,75,8,0,75,9524,33,9293,,0,100,17,0
205142,Raphael's School of Beauty Culture Inc-Niles,2020,1,44,177,,64,68,85,24,0,97,6504,88,5524,6280,0,100,8,0
205179,Fortis College-Centerville,2020,1,51,559,13874,59,81,62,8,0,98,6500,88,5803,8553,77,23,99,0
205203,University of Rio Grande,2020,1,25,1551,26821,77,64,63,16,9,94,6955,60,4960,7358,14,77,226,2
205391,The Modern College of Design,2020,1,53,184,27399,71,72,,17,6,88,5117,34,3956,6410,0,94,33,0
205443,Shawnee State University,2020,1,41,3485,8604,83,56,74,14,4,96,6880,52,4554,5850,38,58,414,0
205470,Sinclair Community College,2020,1,26,18687,3649,66,56,75,17,70,75,4327,40,4598,4120,10,20,1214,0
205841,Stark State College,2020,1,18,10772,3036,77,60,51,21,35,82,3736,57,4200,4359,35,29,524,0
205887,Stautzenberger College-Maumee,2020,1,67,551,16249,70,89,68,17,25,94,5828,76,5570,9810,67,8,70,0
205957,Franciscan University of Steubenville,2020,1,79,3304,29720,74,58,86,15,10,99,14617,25,4167,7692,62,29,399,1
205966,Southern State Community College,2020,1,25,2018,4832,92,69,49,20,29,94,4551,62,4764,3886,34,37,135,0
206011,Terra State Community College,2020,1,13,2057,4344,76,50,56,14,30,67,4143,29,4489,5869,35,35,190,0
206048,Tiffin University,2020,1,41,2933,27210,52,51,66,15,23,99,17962,47,4668,8688,21,56,316,8
206084,University of Toledo,2020,1,53,18319,8736,69,51,78,21,27,97,8735,34,4628,6668,66,7,3011,393
206154,Tri-State Bible College,2020,1,,20,8400,50,22,0,3,0,100,14000,100,6662,,11,89,11,0
206288,United Theological Seminary,2020,1,,412,,,,,,,,,,,,,,45,0
206349,Ursuline College,2020,1,36,1100,34290,58,92,75,8,8,100,27471,53,4920,6383,51,41,197,2
206437,Walsh University,2020,1,60,2651,29910,42,56,71,15,11,97,23486,38,4588,7640,84,5,372,0
206446,Washington State Community College,2020,1,32,1809,3960,86,65,56,12,12,84,5493,62,5605,4915,38,50,151,0
206491,Wilberforce University,2020,1,39,453,12020,1,63,35,10,0,95,9836,89,4997,3999,0,100,99,1
206507,Wilmington College,2020,1,52,1165,26400,77,55,65,14,8,100,16992,46,4454,5672,47,45,204,2
206516,Winebrenner Theological Seminary,2020,1,,67,,,,,,,,,,,,,,12,0
206525,Wittenberg University,2020,1,63,1488,40630,77,53,76,11,0,100,31759,30,4784,7026,47,53,320,4
206589,The College of Wooster,2020,1,74,1924,53550,60,54,87,11,17,99,38599,22,4668,8972,0,83,631,10
206604,Wright State University-Main Campus,2020,1,43,10936,9469,74,55,65,14,55,93,7743,41,5017,6697,41,4,1626,19
206613,Wright State University-Lake Campus,2020,1,37,1749,6337,90,59,65,16,53,87,4503,31,4482,5039,37,11,87,1
206622,Xavier University,2020,1,69,7061,42230,75,57,85,11,1,100,23500,14,4699,9820,26,73,1113,6
206695,Youngstown State University,2020,1,47,11835,8966,75,55,76,18,7,97,9235,44,5080,6040,52,42,1157,7
245892,Antioch University,2020,1,,,,,,,,,,,,,,,,,
250902,Moler-Pickens Beauty Academy,2020,1,75,75,,33,97,50,20,0,100,5798,100,5774,4639,0,100,8,0
363147,Raphael's School of Beauty Culture Inc-Alliance,2020,1,54,421,,34,97,77,25,0,87,3620,75,3141,6652,0,100,15,0
363882,Raphael's School of Beauty Culture Inc-Brunswick,2020,1,68,70,,40,96,67,18,0,81,4686,69,4430,6309,0,100,5,0
375407,Madison Adult Career Center,2020,1,75,117,,72,80,72,10,0,95,4000,44,4282,3765,0,100,17,0
375416,Remington College-Cleveland Campus,2020,1,35,401,14934,10,72,44,11,0,98,5289,93,4637,8025,100,0,40,0
405012,Ohio State School of Cosmetology-Heath,2020,1,57,90,,94,100,78,13,0,87,3373,55,3548,4459,0,100,8,0
407568,Raphael's School of Beauty Culture Inc-Boardman,2020,1,52,151,,54,98,63,27,0,84,6150,80,5245,6310,0,100,17,0
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2020,1,,34,9540,79,71,,11,0,,,,,,0,100,5,0
434830,Creative Images Institute of Cosmetology-North Dayton,2020,1,76,154,,44,99,58,16,0,88,4074,52,4117,5489,0,100,19,0
439899,Rosedale Bible College,2020,1,48,71,8400,96,41,63,15,20,100,11784,44,4612,2559,0,80,17,1
441636,American Institute of Alternative Medicine,2020,1,47,341,11274,15,84,,19,0,100,6096,87,5472,8849,0,100,54,0
441645,Brown Aveda Institute-Mentor,2020,1,81,120,,72,96,90,8,0,97,4448,71,5018,6492,0,100,21,0
444051,Creative Images Institute of Cosmetology-South Dayton,2020,1,81,81,,53,98,66,12,0,67,4224,39,4046,5042,0,100,10,0
448600,Stautzenberger College-Brecksville,2020,1,60,283,16249,62,95,70,18,19,98,5607,73,5434,8987,76,4,28,0
450058,Fortis College-Columbus,2020,1,51,1042,14835,36,84,56,27,0,99,6511,93,5654,7593,69,31,68,0
450067,Fortis College-Cincinnati,2020,1,66,587,14214,21,74,62,22,0,97,6705,94,6041,8373,56,44,46,0
450395,Brown Aveda Institute-Strongsville,2020,1,60,113,,66,97,71,5,0,73,4287,47,4613,5970,0,100,23,0
451477,MyComputerCareer at Columbus,2020,1,63,3013,,42,17,89,35,99,91,5655,74,5213,16072,0,1,157,0
452081,Ross College-Sylvania,2020,1,63,557,,43,97,59,43,74,78,5218,70,4600,6733,10,16,23,0
452373,ATA College-Cincinnati,2020,1,30,231,12420,17,97,40,10,0,93,3661,87,3573,5097,100,0,26,0
452948,Galen College of Nursing-Cincinnati,2020,1,47,1067,,73,90,64,14,0,91,4840,64,4442,8394,70,30,60,0
453792,Ohio Medical Career College,2020,1,82,80,,15,95,78,20,0,97,5313,85,4793,7384,0,100,13,0
454236,Chamberlain University-Ohio,2020,1,50,744,18900,59,90,64,8,100,91,7343,82,5015,7278,0,0,99,0
