UnitID,InstitutionName,Year,CovidIndicator,GraduationRate,TotalEnrollment,AvgInStateTuition,PercentWhite,PercentWomen,RetentionRate,StudentToFacultyRatio,PercentOnlineOnly,PercentAnyFinancialAid,AvgGrantAid,PercentPellGrant,AvgPellGrant,AvgStudentLoans
204440,Northwest State Community College,2018,0,25,2377,4016,75,48,68,31,15,84,3989,49,3888,3462
204459,Toledo Public Schools Adult and Continuing Education,2018,0,72,54,,20,74,96,12,0,95,4254,95,4069,4599
204477,Northeast Ohio Medical University,2018,0,,942,,,,,,,,,,,
204486,University of Northwestern Ohio,2018,0,58,3420,10520,66,18,51,24,9,94,5368,46,5117,7294
204501,Oberlin College,2018,0,86,2812,54346,62,57,89,9,0,87,27901,9,4518,5884
204608,Ohio Technical College,2018,0,73,905,,70,7,80,17,0,93,2250,79,1865,6654
204617,Ohio Dominican University,2018,0,50,1716,30500,51,54,65,14,6,100,22254,53,4672,6856
204635,Ohio Northern University,2018,0,72,3039,31350,78,45,85,11,0,99,22551,31,3901,12636
204662,Ohio State University Agricultural Technical Institute,2018,0,41,687,7380,91,48,70,15,0,88,4492,34,4264,6610
204671,Ohio State University-Lima Campus,2018,0,39,1010,7416,81,54,69,19,1,94,4003,41,4172,5233
204680,Ohio State University-Mansfield Campus,2018,0,40,1099,7416,79,52,71,19,2,91,5038,45,4612,5959
204699,Ohio State University-Marion Campus,2018,0,41,1252,7416,80,49,74,18,1,92,4761,33,4437,4748
204705,Ohio State University-Newark Campus,2018,0,40,2882,7416,68,50,70,31,1,82,4765,40,4507,5614
204714,Ohio State Beauty Academy,2018,0,59,90,,69,97,74,13,0,89,3878,53,4865,6532
204723,Ohio State College of Barber Styling,2018,0,73,234,,37,19,71,20,0,91,4371,91,4099,3624
204769,The Spa School,2018,0,78,171,,64,98,88,24,0,74,3559,38,3968,3922
204778,Ohio State School of Cosmetology-Canal Winchester,2018,0,41,100,,63,99,78,20,0,82,4506,53,4232,4090
204796,Ohio State University-Main Campus,2018,0,84,61170,9852,67,49,95,19,2,82,10273,17,4535,7525
204802,Ohio University-Eastern Campus,2018,0,32,512,5490,89,63,49,14,12,82,4266,44,4031,3629
204820,Ohio University-Chillicothe Campus,2018,0,24,1586,5490,89,66,61,17,13,89,4694,55,4325,3904
204839,Ohio University-Southern Campus,2018,0,20,1235,5490,90,69,54,14,14,88,4628,59,4481,3588
204848,Ohio University-Lancaster Campus,2018,0,30,1568,5490,86,59,53,19,11,80,4435,46,4068,3457
204857,Ohio University-Main Campus,2018,0,64,28480,12192,82,60,81,17,24,94,6489,28,4320,8304
204866,Ohio University-Zanesville Campus,2018,0,30,1103,5490,88,70,53,18,9,81,4550,47,4191,3525
204884,East Ohio College,2018,0,64,201,11421,94,93,79,16,0,100,6322,93,5399,5544
204893,Trinity Health System School of Nursing,2018,0,100,85,9505,92,80,20,5,0,80,5734,40,4345,4450
204909,Ohio Wesleyan University,2018,0,67,1561,45500,68,54,77,10,0,100,31923,40,4478,8228
204936,Otterbein University,2018,0,62,2886,31424,75,62,82,11,0,100,20238,32,4519,7539
204945,Owens Community College,2018,0,26,9460,3912,65,49,50,15,14,82,4232,54,4228,4826
204990,Payne Theological Seminary,2018,0,,193,,,,,,,,,,,
205027,Pontifical College Josephinum,2018,0,30,150,21500,74,0,91,6,0,64,2164,45,1174,3464
205054,Professional Skills Institute,2018,0,62,440,15827,44,87,46,14,0,98,4188,70,3899,8362
205090,Firelands Regional Medical Center School of Nursing,2018,0,,60,7628,83,88,,6,0,,,,,
205124,Rabbinical College Telshe,2018,0,29,60,13000,100,0,82,7,0,87,8498,33,8310,
205142,Raphael's School of Beauty Culture Inc-Niles,2018,0,42,148,,62,64,65,22,0,85,5509,54,5895,5906
205179,Fortis College-Centerville,2018,0,34,479,13474,51,80,53,12,23,98,5753,86,5458,7562
205203,University of Rio Grande,2018,0,29,1704,26821,76,62,51,17,5,97,6301,63,4608,8029
205391,The Modern College of Design,2018,0,67,210,27778,89,71,69,13,0,94,6575,52,4929,8318
205443,Shawnee State University,2018,0,32,3253,6672,85,55,70,14,1,99,5092,47,4415,5772
205470,Sinclair Community College,2018,0,27,18576,3409,65,57,56,16,19,81,4272,51,4424,3629
205841,Stark State College,2018,0,19,11654,2796,69,59,49,21,16,83,3649,60,3937,4108
205887,Stautzenberger College-Maumee,2018,0,71,550,14843,66,88,67,16,22,100,5330,67,5180,8730
205957,Franciscan University of Steubenville,2018,0,77,3028,27170,78,60,86,15,4,99,11362,23,4329,7334
205966,Southern State Community College,2018,0,26,2455,4532,93,65,48,18,9,96,3920,67,4145,3418
206011,Terra State Community College,2018,0,20,2228,3876,77,50,51,13,18,95,4879,68,4735,3096
206048,Tiffin University,2018,0,29,3045,24600,31,49,67,15,22,98,16547,51,4437,7844
206084,University of Toledo,2018,0,47,20237,8173,69,49,76,20,9,95,8394,36,4862,6370
206154,Tri-State Bible College,2018,0,,51,8400,64,33,,2,2,,,,,
206288,United Theological Seminary,2018,0,,407,,,,,,,,,,,
206349,Ursuline College,2018,0,44,1073,32070,61,93,71,8,6,100,26092,49,5034,6584
206437,Walsh University,2018,0,59,2779,28480,54,59,77,13,7,100,21511,37,4194,7827
206446,Washington State Community College,2018,0,30,1797,3576,94,65,51,14,12,81,5203,63,5288,4700
206491,Wilberforce University,2018,0,18,672,12020,1,56,39,11,0,100,10013,85,5104,6671
206507,Wilmington College,2018,0,49,1260,24800,76,51,71,15,0,100,15588,46,4382,8415
206516,Winebrenner Theological Seminary,2018,0,,48,,,,,,,,,,,
206525,Wittenberg University,2018,0,62,1801,38680,77,55,70,12,0,100,26736,41,4643,7822
206589,The College of Wooster,2018,0,75,2004,49810,63,54,87,11,0,99,33144,19,4302,8258
206604,Wright State University-Main Campus,2018,0,39,14403,8861,74,52,64,15,0,89,6613,38,4494,6025
206613,Wright State University-Lake Campus,2018,0,44,1063,5930,92,57,63,14,2,82,3653,36,3868,4794
206622,Xavier University,2018,0,73,7127,38300,76,54,84,11,5,99,21140,17,4771,8857
206695,Youngstown State University,2018,0,37,12607,8373,75,53,76,17,5,98,8371,43,4658,5634
245892,Antioch University,2018,0,,118,18972,79,56,,3,8,,,,,
250902,Moler-Pickens Beauty Academy,2018,0,77,75,,55,97,55,16,0,100,5531,100,5500,6000
363147,Raphael's School of Beauty Culture Inc-Alliance,2018,0,69,149,,46,99,64,24,0,100,4361,89,4785,6047
363882,Raphael's School of Beauty Culture Inc-Brunswick,2018,0,73,121,,60,100,90,22,0,74,2842,26,4141,5963
375407,Madison Adult Career Center,2018,0,80,141,,79,79,87,9,0,87,4527,32,3742,5263
375416,Remington College-Cleveland Campus,2018,0,45,568,15678,13,70,60,16,0,95,4681,92,4332,8260
405012,Ohio State School of Cosmetology-Heath,2018,0,58,53,,96,96,77,13,0,80,3528,60,3588,3741
407568,Raphael's School of Beauty Culture Inc-Boardman,2018,0,63,109,,61,93,64,20,0,93,3381,39,4761,5346
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2018,0,,39,9540,72,69,,10,0,,,,,
434830,Creative Images Institute of Cosmetology-North Dayton,2018,0,74,200,,63,98,78,17,0,68,3466,59,3857,6304
439899,Rosedale Bible College,2018,0,42,46,8400,98,50,71,14,0,89,4610,37,3283,6785
441636,American Institute of Alternative Medicine,2018,0,77,425,11274,20,83,,17,0,80,5299,80,5057,6144
441645,Brown Aveda Institute-Mentor,2018,0,74,133,,67,99,84,9,0,98,4775,70,4878,6755
444051,Creative Images Institute of Cosmetology-South Dayton,2018,0,82,99,,74,93,87,23,0,77,3802,51,4733,6532
448600,Stautzenberger College-Brecksville,2018,0,58,324,14843,68,92,60,21,9,100,5824,80,5674,6133
450058,Fortis College-Columbus,2018,0,45,896,14443,43,86,58,15,0,92,5316,79,5054,8197
450067,Fortis College-Cincinnati,2018,0,51,393,14196,27,71,82,16,0,100,5616,82,5420,10046
450395,Brown Aveda Institute-Strongsville,2018,0,70,128,,70,95,77,7,0,93,3701,63,4333,6631
451477,MyComputerCareer at Columbus,2018,0,79,1223,,47,16,63,18,83,89,5037,71,5037,16244
452081,Ross College-Sylvania,2018,0,67,587,,50,97,67,34,67,77,4811,68,4506,6381
452373,ATA College-Cincinnati,2018,0,24,277,12780,36,92,55,10,0,100,2863,92,2863,4985
452948,Galen College of Nursing-Cincinnati,2018,0,13,574,,76,88,53,18,0,99,4265,73,4123,8354
453792,Ohio Medical Career College,2018,0,74,94,,31,91,91,20,0,92,4197,88,3331,7918
454236,Chamberlain University-Ohio,2018,0,0,557,18900,66,88,60,8,1,100,5776,60,4287,8109
457916,Summit Salon Academy-Perrysburg,2018,0,94,56,,84,100,100,8,0,70,4914,43,4914,7572
461111,Allstate Hairstyling & Barber College,2018,0,85,46,,37,17,100,10,0,100,5920,100,5920,
461999,Elite School of Cosmetology,2018,0,70,77,,78,92,61,13,0,77,4178,77,4178,6299
476629,Salon Institute-Toledo Campus,2018,0,63,97,,92,99,89,11,0,68,3543,41,3543,7111
476683,Athena Career Academy,2018,0,91,283,,19,92,29,20,0,97,3607,82,3700,4858
482574,DeVry University-Ohio,2018,0,32,772,14596,69,41,57,18,82,85,7561,50,4756,7022
483018,Antioch College,2018,0,66,102,34568,54,62,47,4,0,100,32978,74,4592,6856
483647,Ohio Institute of Allied Health,2018,0,59,39,21000,36,100,60,3,0,100,3138,80,3027,7430
483920,LaBarberia Institute of Hair,2018,0,85,137,,9,31,82,17,0,76,5548,67,5548,7898
486257,Valor Christian College,2018,0,59,313,5280,37,55,70,17,38,95,5202,62,5202,6069
487302,Fortis College-Cuyahoga Falls,2018,0,63,500,13880,49,78,60,16,0,91,6103,74,5713,6473
487861,Felbry College,2018,0,51,253,,5,91,83,10,0,100,3899,94,4074,6667
490692,Cincinnati School of Barbering & Hair Design,2018,0,67,35,,11,17,67,18,0,43,2918,43,2918,
490832,Ross College-Canton,2018,0,,225,,69,93,56,10,0,90,4021,65,4188,9311
200590,ETI Technical College,2019,0,82,133,9962,74,54,67,7,0,100,8227,75,5351,6957
200785,Herzing University-Akron,2019,0,19,497,13320,47,86,20,13,45,100,6832,95,4777,8873
200800,University of Akron Main Campus,2019,0,46,17600,9371,75,47,71,18,5,96,7218,40,4550,7311
200846,University of Akron Wayne College,2019,0,8,1468,5940,88,60,65,22,3,86,5005,41,4153,4887
200873,Allegheny Wesleyan College,2019,0,50,68,6800,96,59,58,8,0,100,5916,77,5710,3500
201061,Art Academy of Cincinnati,2019,0,48,219,32445,69,73,62,9,0,100,19478,57,4914,5810
201104,Ashland University,2019,0,65,5091,20950,77,60,75,16,13,99,13485,36,4749,7974
201177,Aultman College of Nursing and Health Sciences,2019,0,100,305,17850,86,90,70,6,25,93,7525,50,4487,7463
201195,Baldwin Wallace University,2019,0,65,3504,33530,78,54,81,11,0,98,22564,39,4677,7281
201283,Belmont College,2019,0,31,856,2658,93,61,49,12,4,91,3473,52,3951,1678
201371,Bluffton University,2019,0,54,768,33286,75,43,60,11,0,100,20800,42,3639,7749
201432,Bowling Green State University-Firelands,2019,0,15,2167,4800,79,64,60,21,11,84,4394,54,4623,6508
201441,Bowling Green State University-Main Campus,2019,0,61,17733,9278,79,56,77,17,6,95,7411,32,4392,7710
201469,Bryant & Stratton College-Parma,2019,0,18,850,17586,40,82,100,12,3,98,7964,94,4496,6419
201548,Capital University,2019,0,62,3226,36552,76,63,78,12,0,100,26670,33,4559,7390
201645,Case Western Reserve University,2019,0,84,11874,50450,45,46,93,11,0,89,31420,13,4879,6183
201654,Cedarville University,2019,0,75,4302,31122,89,54,85,16,10,100,16562,22,4208,7928
201672,Central Ohio Technical College,2019,0,29,3469,4656,66,67,48,15,10,86,4326,57,4074,4163
201690,Central State University,2019,0,28,2033,4306,2,61,46,14,2,97,6561,81,4016,10674
201821,The Christ College of Nursing and Health Sciences,2019,0,50,938,14236,78,92,77,14,25,99,7173,41,4443,5913
201867,Cincinnati College of Mortuary Science,2019,0,,92,19975,83,75,,15,0,,,,,
201885,University of Cincinnati-Main Campus,2019,0,71,39263,9476,74,50,88,17,9,75,6807,19,4507,6594
201928,Cincinnati State Technical and Community College,2019,0,17,7890,3933,57,59,46,14,16,79,5668,55,5224,4298
201946,University of Cincinnati-Clermont College,2019,0,20,6349,4759,78,53,,21,15,80,4492,46,4541,4677
201955,University of Cincinnati-Blue Ash College,2019,0,14,5986,5274,63,60,,18,6,77,4562,45,4425,5620
201964,Ohio Christian University,2019,0,32,2843,13533,53,65,61,11,50,94,7882,70,3645,6438
201973,Clark State College,2019,0,15,5669,3176,75,66,,14,20,88,4241,65,4800,3990
202046,Cleveland Institute of Art,2019,0,60,645,40480,68,70,79,10,0,99,23618,44,4930,9177
202073,Cleveland Institute of Music,2019,0,85,373,43134,38,48,95,4,0,100,25380,16,5640,6449
202134,Cleveland State University,2019,0,46,15433,10745,64,54,74,16,6,89,7649,44,5086,6501
202170,Columbus College of Art & Design,2019,0,65,1098,35880,68,69,77,9,0,100,19744,41,4748,9275
202222,Columbus State Community College,2019,0,27,28159,4588,56,54,64,18,13,72,4693,49,4838,3650
202356,Cuyahoga Community College District,2019,0,21,23655,4322,55,57,57,16,20,84,5207,60,5306,2164
202435,Davis College,2019,0,17,23,12600,22,83,20,5,0,100,5505,75,4741,9530
202453,Dayton Barber College,2019,0,70,48,,31,8,79,17,0,78,4691,72,4762,
202480,University of Dayton,2019,0,82,11473,44100,80,48,89,14,0,97,25858,15,4285,12370
202514,Defiance College,2019,0,35,542,32500,66,45,46,9,4,100,18899,56,4474,8560
202523,Denison University,2019,0,82,2293,52620,62,53,90,9,0,97,30320,21,5232,7757
202648,Edison State Community College,2019,0,37,3888,4060,89,61,48,19,12,89,4631,55,4245,5380
202763,The University of Findlay,2019,0,65,4714,34200,70,65,76,16,3,100,20699,31,3920,9040
202806,Franklin University,2019,0,28,6031,9552,60,53,47,13,62,96,15202,51,2532,15594
202903,Gods Bible School and College,2019,0,49,347,6000,80,44,89,8,44,100,4992,51,4466,3455
202912,Good Samaritan College of Nursing and Health Science,2019,0,54,351,13605,80,93,,5,0,82,3174,18,3036,6214
203085,Heidelberg University,2019,0,51,1247,31100,80,50,72,14,0,100,22607,41,4599,8636
203128,Hiram College,2019,0,54,1284,35360,42,58,68,12,4,100,26840,55,4528,7711
203155,Hocking College,2019,0,26,3509,3696,81,52,44,23,4,90,4041,61,4072,5123
203289,International College of Broadcasting,2019,0,56,78,14560,54,23,79,10,0,93,6427,75,5592,9584
203331,Eastern Gateway Community College,2019,0,19,25648,3960,55,68,53,33,94,96,6306,60,4623,1952
203368,John Carroll University,2019,0,76,3506,41230,84,46,89,13,0,99,28873,21,4550,8090
203386,Hondros College of Nursing,2019,0,40,1596,14048,50,93,,13,2,94,6704,84,6501,6495
203438,Casal Aveda Institute,2019,0,80,95,,81,98,88,7,0,96,5664,87,5388,6528
203447,Kent State University at Ashtabula,2019,0,28,2064,5999,80,66,57,22,51,92,4032,56,4937,5285
203456,Kent State University at East Liverpool,2019,0,20,1159,5999,83,70,52,26,63,96,3867,53,4621,4951
203465,Kent State University at Stark,2019,0,30,4422,5999,82,61,61,21,27,82,4481,41,4637,4781
203474,Kent State University at Trumbull,2019,0,16,2155,5999,82,63,57,26,52,92,4584,57,4557,5165
203483,Kent State University at Tuscarawas,2019,0,29,2089,5999,86,58,61,21,29,93,3580,54,4236,5228
203492,Kent State University at Salem,2019,0,25,1646,5999,85,69,64,21,34,88,4279,52,4969,4821
203517,Kent State University at Kent,2019,0,62,27716,10602,75,62,81,20,9,96,8176,32,4701,7824
203526,Kent State University at Geauga,2019,0,23,2206,5999,76,65,60,21,42,74,4949,47,4809,5063
203535,Kenyon College,2019,0,91,1750,56340,71,55,89,10,0,73,33800,10,4690,6268
203544,Kettering College,2019,0,45,815,13392,79,85,74,10,20,100,6821,35,5360,10181
203580,Lake Erie College,2019,0,47,1056,29986,68,50,60,13,4,99,24164,51,4472,7270
203599,Lakeland Community College,2019,0,13,6628,4116,76,60,51,14,15,74,4087,52,4223,4086
203614,Collins Career Technical Center,2019,0,62,345,,96,78,100,6,0,100,5792,91,5713,7646
203678,James A. Rhodes State College,2019,0,26,3628,4085,78,65,65,14,10,84,4121,50,4244,4419
203720,Ohio Business College-Sheffield,2019,0,64,214,8820,46,57,56,11,0,93,5087,89,4634,6789
203739,Ohio Business College-Sandusky,2019,0,65,134,8820,59,85,77,7,0,92,5746,85,5519,8551
203748,Lorain County Community College,2019,0,19,10206,3696,72,61,,15,17,82,4596,54,4547,4373
203757,Lourdes University,2019,0,36,1547,22650,66,63,66,11,2,99,15279,47,4729,7345
203775,Malone University,2019,0,54,1524,30800,79,61,61,11,10,100,22854,46,4483,6471
203845,Marietta College,2019,0,58,1217,35030,77,45,79,8,0,100,28155,31,4503,7328
203881,Marion Technical College,2019,0,25,2524,4640,79,59,55,11,17,81,4779,62,4689,4863
203960,Mercy College of Ohio,2019,0,53,1560,13350,76,87,92,7,23,93,5010,30,4565,7966
203997,Methodist Theological School in Ohio,2019,0,,130,,,,,,,,,,,
204006,Miami University-Hamilton,2019,0,11,2540,6297,75,52,61,14,4,79,4423,46,4442,4841
204015,Miami University-Middletown,2019,0,18,1842,6297,69,54,66,14,3,74,4340,37,4564,4678
204024,Miami University-Oxford,2019,0,81,19716,12324,72,50,89,13,1,82,11999,13,4614,8656
204121,Moler Hollywood Beauty Academy,2019,0,76,67,,22,100,67,17,0,92,5249,92,5204,5113
204176,Mount Carmel College of Nursing,2019,0,74,946,21178,77,89,61,10,18,88,5216,39,4570,5991
204185,University of Mount Union,2019,0,66,2243,31300,79,49,72,12,0,99,19575,36,4435,7711
204194,Mount Vernon Nazarene University,2019,0,68,2205,21047,86,61,79,14,19,100,20612,35,4141,7264
204200,Mount St. Joseph University,2019,0,45,2100,30100,79,60,72,11,1,100,20124,41,4477,7607
204255,Zane State College,2019,0,54,2262,5070,86,59,61,18,7,84,4802,58,5020,3028
204264,Muskingum University,2019,0,53,2370,28100,79,56,72,11,11,96,21378,43,4436,8322
204422,North Central State College,2019,0,13,3033,4788,87,60,58,16,12,95,4304,58,3992,2656
204440,Northwest State Community College,2019,0,30,2857,4136,64,44,76,28,2,81,4709,45,4260,3135
204459,Toledo Public Schools Adult and Continuing Education,2019,0,71,51,,10,63,83,11,0,89,3674,75,3674,5493
204477,Northeast Ohio Medical University,2019,0,,959,,,,,,,,,,,
204486,University of Northwestern Ohio,2019,0,60,3221,10566,71,16,49,23,9,93,5784,48,5466,7557
204501,Oberlin College,2019,0,86,2863,55976,61,58,91,9,0,88,31024,8,4507,5013
204608,Ohio Technical College,2019,0,75,707,,67,11,81,14,0,94,3909,66,4776,7733
204617,Ohio Dominican University,2019,0,47,1640,31100,51,54,61,13,7,100,21967,51,4659,6119
204635,Ohio Northern University,2019,0,77,2958,32500,77,46,85,11,0,100,22890,29,4159,13606
204662,Ohio State University Agricultural Technical Institute,2019,0,53,594,7638,91,49,61,13,1,89,4807,37,4410,6838
204671,Ohio State University-Lima Campus,2019,0,14,982,7676,81,57,46,20,0,87,4584,40,4231,4873
204680,Ohio State University-Mansfield Campus,2019,0,18,1078,7676,79,56,34,19,3,92,5518,48,4689,5837
204699,Ohio State University-Marion Campus,2019,0,12,1274,7676,77,50,50,19,1,91,5067,37,4503,5045
204705,Ohio State University-Newark Campus,2019,0,18,2943,7676,66,50,29,29,1,79,5143,39,4706,5505
204714,Ohio State Beauty Academy,2019,0,50,79,,75,95,65,13,0,92,4938,62,5321,5809
204723,Ohio State College of Barber Styling,2019,0,81,227,,38,19,71,20,0,100,6098,85,5938,2967
204769,The Spa School,2019,0,65,146,,52,97,79,24,0,68,2855,37,3617,3819
204778,Ohio State School of Cosmetology-Canal Winchester,2019,0,38,92,,52,99,75,20,0,88,3802,53,3852,3825
204796,Ohio State University-Main Campus,2019,0,86,61391,10197,65,49,94,19,2,79,10501,17,4550,7427
204802,Ohio University-Eastern Campus,2019,0,44,1025,5674,89,58,58,15,14,85,4713,62,4592,3312
204820,Ohio University-Chillicothe Campus,2019,0,20,2178,5674,89,65,55,16,15,85,4427,54,4197,3757
204839,Ohio University-Southern Campus,2019,0,21,2232,5674,89,65,68,13,17,87,4482,60,4046,3798
204848,Ohio University-Lancaster Campus,2019,0,34,2532,5674,86,61,57,18,15,75,4246,40,3836,3545
204857,Ohio University-Main Campus,2019,0,65,27367,12612,82,60,82,15,23,94,6903,27,4334,8504
204866,Ohio University-Zanesville Campus,2019,0,32,1827,5674,88,71,61,14,13,87,4937,52,4257,3401
204884,East Ohio College,2019,0,63,189,11421,95,92,65,14,0,100,6343,79,5991,5965
204893,Trinity Health System School of Nursing,2019,0,20,64,9797,95,78,67,4,0,100,6949,50,5278,4833
204909,Ohio Wesleyan University,2019,0,65,1494,46870,69,56,78,10,0,100,33663,32,4348,7694
204936,Otterbein University,2019,0,66,2853,32024,76,61,82,12,0,100,20888,31,4649,8185
204945,Owens Community College,2019,0,22,9310,4032,69,47,50,15,14,81,4074,56,4008,4841
204990,Payne Theological Seminary,2019,0,,190,,,,,,,,,,,
205027,Pontifical College Josephinum,2019,0,62,106,25000,67,0,33,5,0,26,3738,16,4063,
205054,Professional Skills Institute,2019,0,60,355,15732,48,86,43,14,0,100,3188,96,3210,5308
205090,Firelands Regional Medical Center School of Nursing,2019,0,,82,8186,89,89,,6,0,,,,,
205124,Rabbinical College Telshe,2019,0,19,54,13000,100,0,74,7,0,79,11759,68,8178,
205142,Raphael's School of Beauty Culture Inc-Niles,2019,0,95,181,,61,65,82,20,0,95,6344,83,4992,6376
205179,Fortis College-Centerville,2019,0,44,502,13615,58,78,62,13,1,94,5709,82,5259,8205
205203,University of Rio Grande,2019,0,32,1554,26821,77,65,54,16,9,82,8302,58,4819,8510
205391,The Modern College of Design,2019,0,67,211,28887,79,71,,13,0,92,6642,49,4554,7938
205443,Shawnee State University,2019,0,35,3641,6376,83,55,78,15,1,97,5732,44,4573,5674
205470,Sinclair Community College,2019,0,21,18794,3409,68,57,,15,21,71,4931,41,5524,4332
205841,Stark State College,2019,0,21,11830,3036,71,59,50,20,16,79,3631,54,3920,4111
205887,Stautzenberger College-Maumee,2019,0,50,503,16249,68,89,68,16,25,97,5797,76,5726,9515
205957,Franciscan University of Steubenville,2019,0,77,3039,28420,78,59,88,14,4,100,12086,26,3779,7587
205966,Southern State Community College,2019,0,25,2399,4682,93,67,52,19,10,86,4228,57,4887,3327
206011,Terra State Community College,2019,0,26,2309,4224,79,49,56,15,17,69,4512,44,4295,4767
206048,Tiffin University,2019,0,39,2926,25710,49,50,65,16,19,100,17270,53,4610,8219
206084,University of Toledo,2019,0,50,19694,8449,69,50,76,20,9,95,8228,33,4604,6499
206154,Tri-State Bible College,2019,0,100,29,8400,50,31,,3,0,100,4550,0,,
206288,United Theological Seminary,2019,0,,415,,,,,,,,,,,
206349,Ursuline College,2019,0,53,1050,33120,61,93,75,7,9,100,26330,54,4898,5689
206437,Walsh University,2019,0,65,2694,29330,49,58,75,13,9,100,21733,38,4736,7870
206446,Washington State Community College,2019,0,33,1904,3576,93,63,50,12,8,88,4254,57,4975,5081
206491,Wilberforce University,2019,0,20,566,12020,3,61,47,15,0,100,10225,100,5190,7467
206507,Wilmington College,2019,0,55,1231,25900,75,53,65,15,0,100,15150,47,4312,7137
206516,Winebrenner Theological Seminary,2019,0,,53,,,,,,,,,,,
206525,Wittenberg University,2019,0,63,1619,39450,77,55,70,11,0,100,29504,38,5003,6833
206589,The College of Wooster,2019,0,77,1942,51550,61,54,86,10,0,99,35748,23,4446,7375
206604,Wright State University-Main Campus,2019,0,45,12356,9073,74,53,62,13,3,90,6786,37,4687,6422
206613,Wright State University-Lake Campus,2019,0,38,1661,6072,88,56,64,15,29,81,4469,35,4624,5239
206622,Xavier University,2019,0,73,6973,40220,75,54,83,11,1,100,21881,16,4686,8942
206695,Youngstown State University,2019,0,41,12110,8705,74,54,73,17,5,98,8348,46,4889,5751
245892,Antioch University,2019,0,,14,18972,100,50,,2,0,,,,,
250902,Moler-Pickens Beauty Academy,2019,0,91,75,,39,97,50,17,0,100,5799,100,5774,5113
363147,Raphael's School of Beauty Culture Inc-Alliance,2019,0,97,192,,51,99,80,23,0,87,6018,75,4826,6713
363882,Raphael's School of Beauty Culture Inc-Brunswick,2019,0,88,57,,63,96,71,22,0,61,5315,48,4948,6521
375407,Madison Adult Career Center,2019,0,82,103,,76,77,78,10,0,88,3532,33,4694,6146
375416,Remington College-Cleveland Campus,2019,0,43,408,15364,12,73,45,12,0,95,5425,91,5120,8675
405012,Ohio State School of Cosmetology-Heath,2019,0,67,66,,94,98,79,13,0,85,3517,48,3866,3756
407568,Raphael's School of Beauty Culture Inc-Boardman,2019,0,94,115,,57,95,64,22,0,96,6432,81,6054,5779
411754,Cleveland Clinic Health System-School of Diagnostic Imaging,2019,0,,43,9540,81,74,,10,0,,,,,
434830,Creative Images Institute of Cosmetology-North Dayton,2019,0,79,182,,52,99,88,16,0,87,4164,56,4602,6290
439899,Rosedale Bible College,2019,0,27,60,8400,97,45,78,16,0,100,10895,63,3068,5273
441636,American Institute of Alternative Medicine,2019,0,50,398,11274,15,81,,19,0,100,4029,100,3811,7543
441645,Brown Aveda Institute-Mentor,2019,0,81,146,,73,95,100,8,0,90,4827,46,5305,6621
444051,Creative Images Institute of Cosmetology-South Dayton,2019,0,76,75,,65,99,77,16,0,77,5028,51,5752,9164
448600,Stautzenberger College-Brecksville,2019,0,74,285,16249,63,93,67,19,11,94,5572,69,5398,10701
450058,Fortis College-Columbus,2019,0,53,944,26931,39,84,55,18,0,93,6212,84,5577,7620
450067,Fortis College-Cincinnati,2019,0,56,563,13728,26,68,54,21,0,90,5938,83,5691,8666
450395,Brown Aveda Institute-Strongsville,2019,0,75,156,,67,96,78,7,0,100,5565,71,5565,6857
451477,MyComputerCareer at Columbus,2019,0,66,1970,,41,17,69,30,91,91,5178,76,5178,16686
452081,Ross College-Sylvania,2019,0,62,563,,42,96,63,33,73,86,4370,73,4192,7372
452373,ATA College-Cincinnati,2019,0,37,261,12780,23,93,67,10,0,78,3612,44,3612,8203
452948,Galen College of Nursing-Cincinnati,2019,0,43,682,,75,88,64,14,0,98,4210,69,4029,7208
453792,Ohio Medical Career College,2019,0,77,76,,12,93,79,20,0,97,3029,79,2834,7423
454236,Chamberlain University-Ohio,2019,0,15,637,18900,59,89,57,8,3,100,7237,86,5281,10061
457916,Summit Salon Academy-Perrysburg,2019,0,95,61,,82,98,100,10,0,67,3982,50,3982,4652
461111,Allstate Hairstyling & Barber College,2019,0,87,36,,22,0,95,10,0,83,5609,83,5609,
461999,Elite School of Cosmetology,2019,0,51,75,,65,96,47,15,0,67,4160,58,4160,4746
476629,Salon Institute-Toledo Campus,2019,0,73,124,,77,94,79,14,0,79,4900,46,4900,6954
476683,Athena Career Academy,2019,0,85,286,,17,93,29,20,0,93,2960,81,2960,4701
482574,DeVry University-Ohio,2019,0,37,497,14780,71,45,54,17,86,94,4973,72,4157,7253
483018,Antioch College,2019,0,78,95,34914,51,59,68,4,0,100,30072,68,4652,5914
483647,Ohio Institute of Allied Health,2019,0,59,46,21000,72,100,57,3,0,100,4191,100,4191,8173
483920,LaBarberia Institute of Hair,2019,0,96,68,,15,24,82,25,0,39,5341,39,5341,10846
486257,Valor Christian College,2019,0,55,316,5760,37,54,65,19,42,97,4873,62,4873,6168
487302,Fortis College-Cuyahoga Falls,2019,0,61,586,13813,50,73,60,19,0,98,4760,89,4409,7001
487861,Felbry College,2019,0,97,276,,3,86,77,15,0,100,2953,100,2744,5753
490692,Cincinnati School of Barbering & Hair Design,2019,0,62,20,,10,15,67,25,0,76,3704,76,3704,
490832,Ross College-Canton,2019,0,,206,,67,92,64,11,0,84,3915,63,3897,7450
